# Force and moment coefficients
# dragDir     : (9.396927e-01 3.420199e-01 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (-3.420199e-01 9.396927e-01 0.000000e+00)
# rollAxis    : (9.396927e-01 3.420199e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (-3.420199e-01 9.396927e-01 0.000000e+00)
# magUInf     : 7.000000e+00
# lRef        : 7.971260e-02
# Aref        : 9.565510e-03
# CofR        : (1.992810e-02 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
2.39981e-05   	3.013851e-01	-4.467864e-01	7.481715e-01	9.832415e-01	2.208842e-01	7.623573e-01	-2.707365e-01	-5.974789e-01	1.684260e-01	-6.374075e-02	1.365557e-01	-2.002964e-01
5.2793e-05    	2.763111e-01	-4.383014e-01	7.146125e-01	9.305963e-01	2.185540e-01	7.120423e-01	-2.467441e-01	-5.764570e-01	1.598580e-01	-5.913743e-02	1.302893e-01	-1.894267e-01
8.7341e-05    	2.675702e-01	-4.301381e-01	6.977083e-01	9.027722e-01	2.137799e-01	6.889923e-01	-2.376062e-01	-5.639232e-01	1.564035e-01	-5.960153e-02	1.266027e-01	-1.862042e-01
0.000128798   	2.593253e-01	-4.215058e-01	6.808311e-01	8.803526e-01	2.118246e-01	6.685280e-01	-2.283517e-01	-5.511684e-01	1.516236e-01	-6.012277e-02	1.215622e-01	-1.816850e-01
0.00017856    	2.545372e-01	-4.165049e-01	6.710421e-01	8.679799e-01	2.109676e-01	6.570124e-01	-2.230224e-01	-5.437735e-01	1.485310e-01	-6.084183e-02	1.181101e-01	-1.789520e-01
0.000238119   	2.515327e-01	-4.136430e-01	6.651757e-01	8.607701e-01	2.106254e-01	6.501447e-01	-2.197597e-01	-5.394093e-01	1.464968e-01	-6.150812e-02	1.157427e-01	-1.772509e-01
0.000307398   	2.496465e-01	-4.121498e-01	6.617964e-01	8.567265e-01	2.105480e-01	6.461785e-01	-2.178153e-01	-5.369731e-01	1.451935e-01	-6.202753e-02	1.141797e-01	-1.762072e-01
0.000386332   	2.484249e-01	-4.113174e-01	6.597424e-01	8.542537e-01	2.105024e-01	6.437513e-01	-2.166244e-01	-5.355299e-01	1.443513e-01	-6.240597e-02	1.131483e-01	-1.755543e-01
0.000474877   	2.475869e-01	-4.107798e-01	6.583667e-01	8.525275e-01	2.104306e-01	6.420969e-01	-2.158332e-01	-5.345732e-01	1.437755e-01	-6.267925e-02	1.124359e-01	-1.751152e-01
0.000571316   	2.470750e-01	-4.104888e-01	6.575638e-01	8.514832e-01	2.103527e-01	6.411305e-01	-2.153889e-01	-5.340263e-01	1.434122e-01	-6.287393e-02	1.119752e-01	-1.748491e-01
0.000668037   	2.470350e-01	-4.106424e-01	6.576774e-01	8.516542e-01	2.103623e-01	6.412920e-01	-2.154648e-01	-5.341599e-01	1.433343e-01	-6.300664e-02	1.118310e-01	-1.748377e-01
0.000764946   	2.470580e-01	-4.107434e-01	6.578014e-01	8.518140e-01	2.103172e-01	6.414968e-01	-2.155898e-01	-5.342724e-01	1.433083e-01	-6.308780e-02	1.117644e-01	-1.748522e-01
0.00086214    	2.470501e-01	-4.107609e-01	6.578110e-01	8.518161e-01	2.102479e-01	6.415682e-01	-2.156601e-01	-5.342859e-01	1.432732e-01	-6.314645e-02	1.117000e-01	-1.748465e-01
0.00095962    	2.470101e-01	-4.107492e-01	6.577593e-01	8.517612e-01	2.102096e-01	6.415516e-01	-2.156710e-01	-5.342543e-01	1.432231e-01	-6.319762e-02	1.116243e-01	-1.748219e-01
0.00105729    	2.469863e-01	-4.107531e-01	6.577394e-01	8.517679e-01	2.101920e-01	6.415759e-01	-2.156919e-01	-5.342463e-01	1.431809e-01	-6.324827e-02	1.115568e-01	-1.748050e-01
0.00115506    	2.469636e-01	-4.107528e-01	6.577164e-01	8.517909e-01	2.101911e-01	6.415998e-01	-2.157043e-01	-5.342346e-01	1.431359e-01	-6.329758e-02	1.114871e-01	-1.747847e-01
0.00125293    	2.469788e-01	-4.107871e-01	6.577659e-01	8.519039e-01	2.101910e-01	6.417129e-01	-2.157609e-01	-5.342765e-01	1.431155e-01	-6.334713e-02	1.114419e-01	-1.747890e-01
0.0013508     	2.469818e-01	-4.108329e-01	6.578147e-01	8.519905e-01	2.101932e-01	6.417972e-01	-2.158020e-01	-5.343238e-01	1.430994e-01	-6.339502e-02	1.114019e-01	-1.747969e-01
0.00144856    	2.470034e-01	-4.108957e-01	6.578991e-01	8.521111e-01	2.101887e-01	6.419223e-01	-2.158668e-01	-5.343974e-01	1.430973e-01	-6.344064e-02	1.113770e-01	-1.748177e-01
0.00154624    	2.470335e-01	-4.109514e-01	6.579849e-01	8.522419e-01	2.101824e-01	6.420595e-01	-2.159385e-01	-5.344681e-01	1.430974e-01	-6.348296e-02	1.113560e-01	-1.748389e-01
0.00164391    	2.470616e-01	-4.110106e-01	6.580722e-01	8.523673e-01	2.101766e-01	6.421907e-01	-2.160071e-01	-5.345414e-01	1.430985e-01	-6.352418e-02	1.113364e-01	-1.748606e-01
0.00174149    	2.470809e-01	-4.110741e-01	6.581550e-01	8.524764e-01	2.101743e-01	6.423021e-01	-2.160639e-01	-5.346145e-01	1.430987e-01	-6.356484e-02	1.113163e-01	-1.748811e-01
0.00183906    	2.471180e-01	-4.111417e-01	6.582598e-01	8.526201e-01	2.101710e-01	6.424492e-01	-2.161391e-01	-5.347008e-01	1.431058e-01	-6.360374e-02	1.113039e-01	-1.749076e-01
0.00193664    	2.471501e-01	-4.112128e-01	6.583629e-01	8.527530e-01	2.101669e-01	6.425862e-01	-2.162097e-01	-5.347878e-01	1.431140e-01	-6.364050e-02	1.112938e-01	-1.749343e-01
0.00203421    	2.471798e-01	-4.112757e-01	6.584555e-01	8.528794e-01	2.101598e-01	6.427195e-01	-2.162799e-01	-5.348656e-01	1.431189e-01	-6.367603e-02	1.112809e-01	-1.749570e-01
0.00213179    	2.471992e-01	-4.113338e-01	6.585331e-01	8.529954e-01	2.101538e-01	6.428416e-01	-2.163439e-01	-5.349334e-01	1.431174e-01	-6.370982e-02	1.112625e-01	-1.749723e-01
0.00222936    	2.472084e-01	-4.113866e-01	6.585950e-01	8.530876e-01	2.101426e-01	6.429451e-01	-2.164012e-01	-5.349908e-01	1.431119e-01	-6.374263e-02	1.112406e-01	-1.749832e-01
0.00232694    	2.471899e-01	-4.114260e-01	6.586159e-01	8.531192e-01	2.101415e-01	6.429777e-01	-2.164181e-01	-5.350209e-01	1.430935e-01	-6.377504e-02	1.112059e-01	-1.749810e-01
0.00242451    	2.471720e-01	-4.114735e-01	6.586455e-01	8.531566e-01	2.101365e-01	6.430202e-01	-2.164419e-01	-5.350595e-01	1.430772e-01	-6.380789e-02	1.111732e-01	-1.749811e-01
0.00252209    	2.471108e-01	-4.114884e-01	6.585991e-01	8.531133e-01	2.101446e-01	6.429687e-01	-2.164120e-01	-5.350438e-01	1.430369e-01	-6.383689e-02	1.111184e-01	-1.749553e-01
0.00261966    	2.470942e-01	-4.115176e-01	6.586118e-01	8.531507e-01	2.101389e-01	6.430118e-01	-2.164364e-01	-5.350647e-01	1.430140e-01	-6.386622e-02	1.110809e-01	-1.749471e-01
0.00271724    	2.470782e-01	-4.115452e-01	6.586234e-01	8.531809e-01	2.101334e-01	6.430476e-01	-2.164571e-01	-5.350843e-01	1.429919e-01	-6.389472e-02	1.110446e-01	-1.749393e-01
0.00281482    	2.471074e-01	-4.115840e-01	6.586914e-01	8.533095e-01	2.101219e-01	6.431876e-01	-2.165328e-01	-5.351377e-01	1.429846e-01	-6.392469e-02	1.110223e-01	-1.749470e-01
0.00291239    	2.471253e-01	-4.116163e-01	6.587416e-01	8.534085e-01	2.101070e-01	6.433015e-01	-2.165973e-01	-5.351789e-01	1.429726e-01	-6.395328e-02	1.109960e-01	-1.749493e-01
0.00300997    	2.471408e-01	-4.116387e-01	6.587794e-01	8.535052e-01	2.100943e-01	6.434108e-01	-2.166582e-01	-5.352090e-01	1.429563e-01	-6.397994e-02	1.109663e-01	-1.749463e-01
0.00310754    	2.471779e-01	-4.116883e-01	6.588662e-01	8.536565e-01	2.100774e-01	6.435791e-01	-2.167508e-01	-5.352773e-01	1.429553e-01	-6.400659e-02	1.109520e-01	-1.749586e-01
0.00320512    	2.471952e-01	-4.117118e-01	6.589070e-01	8.537647e-01	2.100639e-01	6.437009e-01	-2.168185e-01	-5.353094e-01	1.429393e-01	-6.403018e-02	1.109242e-01	-1.749544e-01
0.00330269    	2.472403e-01	-4.117458e-01	6.589861e-01	8.539327e-01	2.100538e-01	6.438788e-01	-2.169125e-01	-5.353659e-01	1.429336e-01	-6.405595e-02	1.109057e-01	-1.749616e-01
0.00340027    	2.472745e-01	-4.117843e-01	6.590588e-01	8.540767e-01	2.100382e-01	6.440385e-01	-2.170002e-01	-5.354216e-01	1.429276e-01	-6.408177e-02	1.108867e-01	-1.749685e-01
0.00349784    	2.473091e-01	-4.118267e-01	6.591358e-01	8.542236e-01	2.100203e-01	6.442033e-01	-2.170915e-01	-5.354813e-01	1.429224e-01	-6.410733e-02	1.108687e-01	-1.749760e-01
0.00359542    	2.473437e-01	-4.118613e-01	6.592050e-01	8.543743e-01	2.100043e-01	6.443700e-01	-2.171828e-01	-5.355331e-01	1.429132e-01	-6.413163e-02	1.108474e-01	-1.749791e-01
0.00369299    	2.473696e-01	-4.119127e-01	6.592822e-01	8.545033e-01	2.099911e-01	6.445122e-01	-2.172606e-01	-5.355974e-01	1.429095e-01	-6.415627e-02	1.108314e-01	-1.749876e-01
0.00379057    	2.473968e-01	-4.119469e-01	6.593437e-01	8.546341e-01	2.099791e-01	6.446550e-01	-2.173379e-01	-5.356453e-01	1.428998e-01	-6.417857e-02	1.108106e-01	-1.749891e-01
0.00388815    	2.474111e-01	-4.119670e-01	6.593781e-01	8.547401e-01	2.099751e-01	6.447650e-01	-2.173949e-01	-5.356726e-01	1.428813e-01	-6.419940e-02	1.107816e-01	-1.749810e-01
0.00398572    	2.474469e-01	-4.119889e-01	6.594357e-01	8.548913e-01	2.099739e-01	6.449174e-01	-2.174717e-01	-5.357123e-01	1.428676e-01	-6.422090e-02	1.107571e-01	-1.749780e-01
0.0040833     	2.474782e-01	-4.120043e-01	6.594825e-01	8.550274e-01	2.099685e-01	6.450588e-01	-2.175451e-01	-5.357434e-01	1.428515e-01	-6.424161e-02	1.107307e-01	-1.749723e-01
0.00418087    	2.475061e-01	-4.120109e-01	6.595171e-01	8.551493e-01	2.099616e-01	6.451876e-01	-2.176130e-01	-5.357640e-01	1.428329e-01	-6.426083e-02	1.107025e-01	-1.749633e-01
