# Force and moment coefficients
# dragDir     : (9.612618e-01 2.756369e-01 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (-2.756369e-01 9.612618e-01 0.000000e+00)
# rollAxis    : (9.612618e-01 2.756369e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (-2.756369e-01 9.612618e-01 0.000000e+00)
# magUInf     : 7.000000e+00
# lRef        : 7.971260e-02
# Aref        : 9.565510e-03
# CofR        : (1.992810e-02 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
1             	9.254071e-01	-9.747866e-01	1.900194e+00	2.406916e+00	-1.411673e-02	2.421033e+00	-1.217575e+00	-1.437490e+00	5.226069e-01	-3.080184e-02	5.072060e-01	-5.380079e-01
2             	5.283334e-01	-6.422615e-01	1.170595e+00	1.478916e+00	1.835466e-01	1.295370e+00	-5.559116e-01	-9.064282e-01	3.040424e-01	-3.571718e-02	2.861839e-01	-3.219010e-01
3             	3.531877e-01	-5.384902e-01	8.916780e-01	1.146812e+00	2.623896e-01	8.844225e-01	-3.110165e-01	-7.150841e-01	2.047040e-01	-4.555258e-02	1.819277e-01	-2.274802e-01
4             	2.828807e-01	-5.244460e-01	8.073267e-01	1.061265e+00	2.826503e-01	7.786149e-01	-2.479823e-01	-6.658864e-01	1.629669e-01	-5.490449e-02	1.355146e-01	-1.904191e-01
5             	2.454516e-01	-5.323188e-01	7.777704e-01	1.038041e+00	2.953630e-01	7.426780e-01	-2.236575e-01	-6.550446e-01	1.400684e-01	-6.346407e-02	1.083363e-01	-1.718004e-01
6             	2.233643e-01	-5.463923e-01	7.697565e-01	1.038112e+00	3.043292e-01	7.337831e-01	-2.147270e-01	-6.580744e-01	1.259356e-01	-7.087500e-02	9.049815e-02	-1.613731e-01
7             	2.086718e-01	-5.594217e-01	7.680935e-01	1.042775e+00	3.100485e-01	7.327270e-01	-2.113393e-01	-6.637576e-01	1.161639e-01	-7.695047e-02	7.768865e-02	-1.546391e-01
8             	1.984610e-01	-5.696379e-01	7.680989e-01	1.047572e+00	3.143046e-01	7.332670e-01	-2.094812e-01	-6.688684e-01	1.092258e-01	-8.164302e-02	6.840431e-02	-1.500473e-01
9             	1.912303e-01	-5.777977e-01	7.690280e-01	1.051673e+00	3.178073e-01	7.338655e-01	-2.080291e-01	-6.734128e-01	1.044288e-01	-8.519618e-02	6.183067e-02	-1.470268e-01
10            	1.860019e-01	-5.846505e-01	7.706523e-01	1.055378e+00	3.210222e-01	7.343553e-01	-2.066665e-01	-6.776514e-01	1.011477e-01	-8.795797e-02	5.716869e-02	-1.451267e-01
11            	1.825313e-01	-5.903303e-01	7.728616e-01	1.058905e+00	3.237967e-01	7.351079e-01	-2.056556e-01	-6.815960e-01	9.908712e-02	-9.003212e-02	5.407106e-02	-1.441032e-01
12            	1.803339e-01	-5.950827e-01	7.754166e-01	1.062234e+00	3.262220e-01	7.360124e-01	-2.048952e-01	-6.852496e-01	9.792219e-02	-9.155387e-02	5.214525e-02	-1.436991e-01
13            	1.789949e-01	-5.991522e-01	7.781471e-01	1.065268e+00	3.282584e-01	7.370099e-01	-2.043758e-01	-6.886497e-01	9.736344e-02	-9.270521e-02	5.101083e-02	-1.437160e-01
14            	1.783428e-01	-6.029230e-01	7.812658e-01	1.068495e+00	3.300059e-01	7.384893e-01	-2.042417e-01	-6.920944e-01	9.725603e-02	-9.362541e-02	5.044333e-02	-1.440687e-01
15            	1.782896e-01	-6.061893e-01	7.844789e-01	1.071770e+00	3.313639e-01	7.404062e-01	-2.045212e-01	-6.953341e-01	9.753121e-02	-9.431606e-02	5.037318e-02	-1.446892e-01
16            	1.787473e-01	-6.090318e-01	7.877792e-01	1.075192e+00	3.323267e-01	7.428652e-01	-2.052693e-01	-6.984055e-01	9.813533e-02	-9.482692e-02	5.072187e-02	-1.455488e-01
17            	1.796356e-01	-6.116221e-01	7.912577e-01	1.078907e+00	3.329597e-01	7.459475e-01	-2.064939e-01	-7.014399e-01	9.904019e-02	-9.517517e-02	5.145260e-02	-1.466278e-01
18            	1.807901e-01	-6.140031e-01	7.947933e-01	1.082762e+00	3.333493e-01	7.494130e-01	-2.080318e-01	-7.043982e-01	1.001304e-01	-9.540554e-02	5.242766e-02	-1.478332e-01
19            	1.821093e-01	-6.162109e-01	7.983202e-01	1.086639e+00	3.335281e-01	7.531108e-01	-2.097914e-01	-7.072656e-01	1.013263e-01	-9.555417e-02	5.354921e-02	-1.491034e-01
20            	1.834737e-01	-6.181291e-01	8.016028e-01	1.090261e+00	3.335105e-01	7.567508e-01	-2.116202e-01	-7.098659e-01	1.025493e-01	-9.561778e-02	5.474043e-02	-1.503582e-01
21            	1.848272e-01	-6.197453e-01	8.045724e-01	1.093520e+00	3.333542e-01	7.601656e-01	-2.134057e-01	-7.121589e-01	1.037745e-01	-9.559626e-02	5.597638e-02	-1.515726e-01
22            	1.860954e-01	-6.209799e-01	8.070753e-01	1.096281e+00	3.330777e-01	7.632033e-01	-2.150628e-01	-7.140276e-01	1.049272e-01	-9.549619e-02	5.717910e-02	-1.526753e-01
23            	1.872350e-01	-6.217863e-01	8.090213e-01	1.098436e+00	3.326671e-01	7.657689e-01	-2.165509e-01	-7.154038e-01	1.059675e-01	-9.532081e-02	5.830706e-02	-1.536279e-01
24            	1.882807e-01	-6.222682e-01	8.105488e-01	1.100113e+00	3.321350e-01	7.679781e-01	-2.179216e-01	-7.164085e-01	1.069263e-01	-9.507854e-02	5.938707e-02	-1.544656e-01
25            	1.891920e-01	-6.224618e-01	8.116538e-01	1.101288e+00	3.315573e-01	7.697305e-01	-2.190866e-01	-7.170578e-01	1.077826e-01	-9.477747e-02	6.039383e-02	-1.551713e-01
26            	1.899649e-01	-6.224242e-01	8.123891e-01	1.101995e+00	3.309718e-01	7.710234e-01	-2.200258e-01	-7.174066e-01	1.085411e-01	-9.442588e-02	6.132821e-02	-1.557541e-01
27            	1.906435e-01	-6.222538e-01	8.128973e-01	1.102348e+00	3.303533e-01	7.719949e-01	-2.208208e-01	-7.175756e-01	1.092428e-01	-9.404099e-02	6.222235e-02	-1.562633e-01
28            	1.912501e-01	-6.219868e-01	8.132370e-01	1.102433e+00	3.297203e-01	7.727123e-01	-2.214960e-01	-7.176119e-01	1.099029e-01	-9.362273e-02	6.309157e-02	-1.567143e-01
29            	1.918258e-01	-6.217243e-01	8.135501e-01	1.102399e+00	3.290874e-01	7.733116e-01	-2.221121e-01	-7.176372e-01	1.105539e-01	-9.318588e-02	6.396094e-02	-1.571468e-01
30            	1.923701e-01	-6.214438e-01	8.138140e-01	1.102263e+00	3.284559e-01	7.738069e-01	-2.226755e-01	-7.176289e-01	1.111885e-01	-9.273418e-02	6.482145e-02	-1.575556e-01
31            	1.929016e-01	-6.211484e-01	8.140500e-01	1.102066e+00	3.278230e-01	7.742435e-01	-2.232103e-01	-7.175992e-01	1.118169e-01	-9.226675e-02	6.568350e-02	-1.579503e-01
32            	1.934360e-01	-6.208228e-01	8.142587e-01	1.101845e+00	3.271838e-01	7.746614e-01	-2.237388e-01	-7.175408e-01	1.124360e-01	-9.179755e-02	6.653726e-02	-1.583348e-01
33            	1.939622e-01	-6.203800e-01	8.143422e-01	1.101557e+00	3.265227e-01	7.750343e-01	-2.242558e-01	-7.173611e-01	1.130159e-01	-9.132718e-02	6.735233e-02	-1.586795e-01
34            	1.945042e-01	-6.197855e-01	8.142897e-01	1.101274e+00	3.258444e-01	7.754300e-01	-2.247928e-01	-7.170376e-01	1.135497e-01	-9.085901e-02	6.812022e-02	-1.589792e-01
35            	1.950833e-01	-6.190390e-01	8.141222e-01	1.101036e+00	3.251430e-01	7.758927e-01	-2.253748e-01	-7.165806e-01	1.140402e-01	-9.040837e-02	6.883603e-02	-1.592444e-01
36            	1.955737e-01	-6.178692e-01	8.134429e-01	1.100461e+00	3.243794e-01	7.760818e-01	-2.258512e-01	-7.156561e-01	1.143801e-01	-8.994622e-02	6.940699e-02	-1.593532e-01
37            	1.960475e-01	-6.164496e-01	8.124971e-01	1.099773e+00	3.235867e-01	7.761865e-01	-2.262999e-01	-7.144734e-01	1.146262e-01	-8.950936e-02	6.987148e-02	-1.593808e-01
